1.541263363783470e+07 2.247325799040695e+06 2.122080042940683e+07 [2.632341390788552e+07]
1.541260879009077e+07 2.247375114616122e+06 2.122081328247938e+07 [2.632341393117603e+07]
1.541248455200024e+07 2.247621693357148e+06 2.122087754505964e+07 [2.632341404765940e+07]
1.541245970450791e+07 2.247671009278216e+06 2.122089039701923e+07 [2.632341407096224e+07]
1.541243485705758e+07 2.247720325256810e+06 2.122090324879329e+07 [2.632341409426714e+07]
1.541241000964912e+07 2.247769641293158e+06 2.122091610038190e+07 [2.632341411757410e+07]
1.541238516228259e+07 2.247818957387067e+06 2.122092895178501e+07 [2.632341414088310e+07]
1.541236031495807e+07 2.247868273538495e+06 2.122094180300259e+07 [2.632341416419417e+07]
1.541233546767540e+07 2.247917589747685e+06 2.122095465403472e+07 [2.632341418750729e+07]
1.541231062043469e+07 2.247966906014431e+06 2.122096750488135e+07 [2.632341421082247e+07]
1.541228577323597e+07 2.248016222338695e+06 2.122098035554245e+07 [2.632341423413970e+07]
1.541226092607912e+07 2.248065538720720e+06 2.122099320601810e+07 [2.632341425745899e+07]
1.541173914547370e+07 2.249101196049232e+06 2.122126302315727e+07 [2.632341474763900e+07]
1.541171429923953e+07 2.249150513698587e+06 2.122127586955202e+07 [2.632341477100351e+07]
1.541168945304732e+07 2.249199831405495e+06 2.122128871576129e+07 [2.632341479437009e+07]
1.541166460689712e+07 2.249249149169902e+06 2.122130156178503e+07 [2.632341481773872e+07]
1.541163976078879e+07 2.249298466992062e+06 2.122131440762331e+07 [2.632341484110941e+07]
1.541161491472241e+07 2.249347784871772e+06 2.122132725327608e+07 [2.632341486448215e+07]
1.541159006869804e+07 2.249397102808977e+06 2.122134009874333e+07 [2.632341488785696e+07]
1.541156522271555e+07 2.249446420803936e+06 2.122135294402512e+07 [2.632341491123381e+07]
1.541154037677500e+07 2.249495738856442e+06 2.122136578912142e+07 [2.632341493461272e+07]
1.541151553087640e+07 2.249545056966597e+06 2.122137863403221e+07 [2.632341495799369e+07]
1.541099377669656e+07 2.250580750582676e+06 2.122164833430869e+07 [2.632341544946894e+07]
1.541096893172093e+07 2.250630069959718e+06 2.122166117513849e+07 [2.632341547289514e+07]
1.541094408678719e+07 2.250679389394495e+06 2.122167401578283e+07 [2.632341549632338e+07]
1.541091924189542e+07 2.250728708886806e+06 2.122168685624167e+07 [2.632341551975370e+07]
1.541089439704558e+07 2.250778028436762e+06 2.122169969651501e+07 [2.632341554318606e+07]
1.541086955223778e+07 2.250827348044153e+06 2.122171253660281e+07 [2.632341556662049e+07]
1.541084470747186e+07 2.250876667709221e+06 2.122172537650515e+07 [2.632341559005696e+07]
1.541081986274790e+07 2.250925987431934e+06 2.122173821622199e+07 [2.632341561349550e+07]
1.541079501806596e+07 2.250975307212071e+06 2.122175105575330e+07 [2.632341563693609e+07]
1.541077017342591e+07 2.251024627049951e+06 2.122176389509914e+07 [2.632341566037874e+07]
1.541024844567792e+07 2.252060356945148e+06 2.122203347851083e+07 [2.632341615314922e+07]
1.541022360196100e+07 2.252109678049772e+06 2.122204631377564e+07 [2.632341617663709e+07]
1.541019875828604e+07 2.252158999211915e+06 2.122205914885494e+07 [2.632341620012702e+07]
1.541017391465313e+07 2.252208320431524e+06 2.122207198374872e+07 [2.632341622361902e+07]
1.541014907106209e+07 2.252257641708863e+06 2.122208481845702e+07 [2.632341624711305e+07]
1.541012422751303e+07 2.252306963043728e+06 2.122209765297982e+07 [2.632341627060916e+07]
1.541009938400601e+07 2.252356284436058e+06 2.122211048731708e+07 [2.632341629410732e+07]
1.541007454054087e+07 2.252405605886116e+06 2.122212332146887e+07 [2.632341631760753e+07]
1.541004969711771e+07 2.252454927393693e+06 2.122213615543517e+07 [2.632341634110980e+07]
1.541002485373658e+07 2.252504248958739e+06 2.122214898921592e+07 [2.632341636461412e+07]
1.540950315242666e+07 2.253540015124724e+06 2.122241845576074e+07 [2.632341685867984e+07]
1.540947830996888e+07 2.253589337956215e+06 2.122243128546039e+07 [2.632341688222939e+07]
1.540945346755300e+07 2.253638660845425e+06 2.122244411497457e+07 [2.632341690578100e+07]
1.540942862517910e+07 2.253687983792135e+06 2.122245694430324e+07 [2.632341692933467e+07]
1.540940378284724e+07 2.253737306796310e+06 2.122246977344637e+07 [2.632341695289039e+07]
1.540937894055728e+07 2.253786629858189e+06 2.122248260240403e+07 [2.632341697644816e+07]
1.540935409830930e+07 2.253835952977585e+06 2.122249543117618e+07 [2.632341700000799e+07]
1.540932925610337e+07 2.253885276154427e+06 2.122250825976279e+07 [2.632341702356989e+07]
1.540930441393935e+07 2.253934599388993e+06 2.122252108816393e+07 [2.632341704713384e+07]
1.540927957181729e+07 2.253983922681057e+06 2.122253391637957e+07 [2.632341707069984e+07]
1.540875789695188e+07 2.255019725109099e+06 2.122280326605535e+07 [2.632341756606079e+07]
1.540873305575340e+07 2.255069049667306e+06 2.122281609018980e+07 [2.632341758967201e+07]
1.540870821459696e+07 2.255118374282970e+06 2.122282891413871e+07 [2.632341761328530e+07]
1.540868337348245e+07 2.255167698956330e+06 2.122284173790215e+07 [2.632341763690064e+07]
1.540865853240992e+07 2.255217023687187e+06 2.122285456148008e+07 [2.632341766051804e+07]
1.540863369137944e+07 2.255266348475483e+06 2.122286738487246e+07 [2.632341768413750e+07]
1.540860885039088e+07 2.255315673321485e+06 2.122288020807937e+07 [2.632341770775901e+07]
1.540858400944430e+07 2.255364998225025e+06 2.122289303110076e+07 [2.632341773138257e+07]
1.540855916853979e+07 2.255414323185906e+06 2.122290585393662e+07 [2.632341775500820e+07]
1.540853432767719e+07 2.255463648204539e+06 2.122291867658700e+07 [2.632341777863588e+07]
1.540801267926249e+07 2.256499486886207e+06 2.122318790939166e+07 [2.632341827529206e+07]
1.540798783932367e+07 2.256548813170691e+06 2.122320072796079e+07 [2.632341829896496e+07]
1.540796299942685e+07 2.256598139512704e+06 2.122321354634441e+07 [2.632341832263993e+07]
1.540793815957209e+07 2.256647465912107e+06 2.122322636454247e+07 [2.632341834631695e+07]
1.540791331975926e+07 2.256696792369135e+06 2.122323918255506e+07 [2.632341836999602e+07]
1.540788847998842e+07 2.256746118883752e+06 2.122325200038214e+07 [2.632341839367716e+07]
1.540786364025964e+07 2.256795445455750e+06 2.122326481802366e+07 [2.632341841736034e+07]
1.540783880057280e+07 2.256844772085375e+06 2.122327763547971e+07 [2.632341844104559e+07]
1.540781396092794e+07 2.256894098772584e+06 2.122329045275025e+07 [2.632341846473289e+07]
1.540778912132509e+07 2.256943425517275e+06 2.122330326983527e+07 [2.632341848842225e+07]
1.540726749936739e+07 2.257979300444193e+06 2.122357238576671e+07 [2.632341898637364e+07]
