1.678869133153992e+07 -1.557786143612123e+06 2.033340427153687e+07 [2.641465849797622e+07]
1.678861049584164e+07 -1.557535056018845e+06 2.033349022917728e+07 [2.641465848221135e+07]
1.678820633121702e+07 -1.556279596559817e+06 2.033391995141444e+07 [2.641465840386193e+07]
1.678812550106573e+07 -1.556028500370029e+06 2.033400588266871e+07 [2.641465838828705e+07]
1.678772136417916e+07 -1.554772997933051e+06 2.033443547297350e+07 [2.641465831088758e+07]
1.678764053957605e+07 -1.554521893148497e+06 2.033452137784101e+07 [2.641465829550268e+07]
1.678723643043367e+07 -1.553266347743368e+06 2.033495083621007e+07 [2.641465821905315e+07]
1.678715561138005e+07 -1.553015234366313e+06 2.033503671469006e+07 [2.641465820385824e+07]
1.678675152998798e+07 -1.551759646002827e+06 2.033546604112006e+07 [2.641465812835865e+07]
1.678667071648499e+07 -1.551508524034927e+06 2.033555189321195e+07 [2.641465811335373e+07]
1.678626666284936e+07 -1.550252892722881e+06 2.033598108769955e+07 [2.641465803880408e+07]
1.678618585489832e+07 -1.550001762166405e+06 2.033606691340258e+07 [2.641465802398915e+07]
1.678578182902526e+07 -1.548746087915608e+06 2.033649597594443e+07 [2.641465795038945e+07]
1.678570102662735e+07 -1.548494948772362e+06 2.033658177525797e+07 [2.641465793576451e+07]
1.678529702852300e+07 -1.547239231592608e+06 2.033701070585073e+07 [2.641465786311474e+07]
1.678521623167939e+07 -1.546988083864389e+06 2.033709647877418e+07 [2.641465784867979e+07]
1.678481226134987e+07 -1.545732323765478e+06 2.033752527741452e+07 [2.641465777697998e+07]
1.678473147006189e+07 -1.545481167454575e+06 2.033761102394709e+07 [2.641465776273501e+07]
1.678432752751333e+07 -1.544225364446302e+06 2.033803969063168e+07 [2.641465769198516e+07]
1.678424674178211e+07 -1.543974199554349e+06 2.033812541077281e+07 [2.641465767793017e+07]
1.678384282702063e+07 -1.542718353646532e+06 2.033855394549829e+07 [2.641465760813025e+07]
1.678376204684748e+07 -1.542467180175807e+06 2.033863963924723e+07 [2.641465759426527e+07]
1.678335815987921e+07 -1.541211291378243e+06 2.033906804201027e+07 [2.641465752541531e+07]
1.678327738526531e+07 -1.540960109330543e+06 2.033915370936638e+07 [2.641465751174030e+07]
1.678287352609638e+07 -1.539704177653044e+06 2.033958198016366e+07 [2.641465744384030e+07]
1.678279275704292e+07 -1.539452987030178e+06 2.033966762112634e+07 [2.641465743035529e+07]
1.678238892567945e+07 -1.538197012482543e+06 2.034009575995451e+07 [2.641465736340522e+07]
1.678230816218773e+07 -1.537945813286793e+06 2.034018137452298e+07 [2.641465735011020e+07]
1.678190435863584e+07 -1.536689795878824e+06 2.034060938137872e+07 [2.641465728411010e+07]
1.678182360070700e+07 -1.536438588111830e+06 2.034069496955242e+07 [2.641465727100506e+07]
1.678141982497280e+07 -1.535182527853332e+06 2.034112284443238e+07 [2.641465720595490e+07]
